state_clean,district,age_0_5,age_5_17,age_18_greater,total_enrolments,youth_pct,demo_age_5_17,demo_age_17_,demo_total,bio_age_5_17,bio_age_17_,bio_total,update_total,update_load,bio_stress,coverage_gap,seasonal_cv,trend_slope,recent_growth,log_enrol,log_update_load,log_bio_stress,state_enrol_share,state_update_share,data_issue,issue_reason,update_load_capped,bio_stress_capped,OPI_raw,OPI,youth_pct_band,update_load_capped_band,bio_stress_capped_band,coverage_gap_band,cluster,x,y,cluster_label,cluster_signature,_cluster_centroid_dist
bihar,bhojpur,3136,10115,106,13357,75.72808265328473,10707.0,131634.0,142341.0,39485.0,57511.0,96996.0,239337.0,17.918469716252307,7261.8102867404905,0.31856597888170435,0.0,0.0,0.0,9.499870735285581,2.9401386785477763,8.890522124755657,0.021911628402929824,0.02464359066579612,False,OK,5.0,2000.0,62.05389385323492,62.05389385323492,High,High,High,High,3,-0.9538708084626268,1.9585853698222402,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),2.0093520100376296
bihar,buxar,2528,4648,64,7240,64.19889502761545,7052.0,66850.0,73902.0,24831.0,32197.0,57028.0,130930.0,18.08425414364391,7876.795580109409,0.22832940921762301,0.0,0.0,0.0,8.88751459738882,2.948863604670822,8.971803394997874,0.011876932667306425,0.01348134774762233,False,OK,5.0,2000.0,54.534491929497555,54.534491929497555,High,High,High,High,3,-0.6501752964877849,1.508554414197948,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.2922382832928132
bihar,darbhanga,10017,5677,71,15765,36.01014906438084,12315.0,141613.0,153928.0,93323.0,117057.0,210380.0,364308.0,23.108658420550388,13344.751030763504,0.0,0.0,0.0,0.0,9.665611001619853,3.1825710465366512,9.49895333831903,0.025861856837028425,0.03751136359307108,False,OK,5.0,2000.0,35.80304472291527,35.80304472291527,High,High,High,High,3,0.5329297563029516,1.1572713202926321,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.7739460422376847
bihar,east champaran,10147,18371,805,29323,62.650479146060675,18227.0,229801.0,248028.0,95935.0,116199.0,212134.0,460162.0,15.692869078879525,7234.389387170234,0.144717531891564,0.0,0.0,0.0,10.286161572343477,2.8149816269670103,8.886739457544122,0.04810321776290419,0.0473810734151179,False,OK,5.0,2000.0,50.307432685203636,50.307432685203636,High,High,High,High,3,-0.4623361245499313,2.09684961541234,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.2558406819377297
bihar,gaya,6722,20244,435,27401,73.88051530965754,19945.0,175229.0,195174.0,85898.0,99274.0,185172.0,380346.0,13.880734279770305,6757.855552716807,0.051246579974796536,0.0,0.0,0.0,10.218371282413054,2.7000673749461916,8.818608857769282,0.04495025304100323,0.03916273344853863,False,OK,5.0,2000.0,49.47025069915116,49.47025069915116,High,High,High,High,3,-0.5480399923122259,2.5433241160539626,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.7397777226545157
bihar,gopalganj,5303,9649,196,15148,63.69817797728653,8025.0,97842.0,105867.0,46818.0,56666.0,103484.0,209351.0,13.820372326378807,6831.528914707761,0.022509374970491103,0.0,0.0,0.0,9.625689802158323,2.696002742789794,8.829450149730006,0.024849692823806318,0.02155605004439382,False,OK,5.0,2000.0,45.122375273227874,45.122375273227874,High,High,High,High,3,-0.40248490181352026,2.0719455906637085,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.1308104255009046
bihar,jamui,5193,5029,160,10382,48.439607012131724,5423.0,61497.0,66920.0,46558.0,35599.0,82157.0,149077.0,14.359179348871665,7913.4078212282875,0.0,0.0,0.0,0.0,9.247925132303454,2.7317132984843755,8.976440152236096,0.017031258971267307,0.015349873047982084,False,OK,5.0,2000.0,39.53188210848348,39.53188210848348,High,High,High,High,3,-0.1118033524538958,1.508250536756945,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.33568164456862026
bihar,jehanabad,915,3827,141,4883,78.37395044028703,4393.0,41968.0,46361.0,15681.0,21749.0,37430.0,83791.0,17.15973786606243,7665.369649803876,0.19264036582474076,0.0,0.0,0.0,8.493719835230594,2.899206938380774,8.944598464162784,0.008010367709179182,0.008627630100977795,False,OK,5.0,2000.0,57.181001602036844,57.181001602036844,High,High,High,High,3,-0.858552785502852,1.8380072456943166,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.954874472470149
bihar,kaimur (bhabua),3033,4707,85,7825,60.15335463258017,5463.0,61555.0,67018.0,37550.0,40607.0,78157.0,145175.0,18.552715654949704,9988.115015973164,0.0,0.0,0.0,0.0,8.965206802770357,2.9731141849660974,9.209251280728866,0.01283660195050729,0.014948099436806476,False,OK,5.0,2000.0,43.046006395789384,43.046006395789384,High,High,High,High,3,-0.08488950801590742,1.6760182068040854,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.9240602974995064
bihar,katihar,11332,4903,115,16350,29.987767584096026,11847.0,168447.0,180294.0,98243.0,119037.0,217280.0,397574.0,24.316452599386892,13289.296636084813,0.0,0.0,0.0,0.0,9.702044336534586,3.2314544847508357,9.494789471705362,0.02682152612022929,0.04093663292914688,False,OK,5.0,2000.0,33.99633027822758,33.99633027822758,Mid,High,High,High,3,0.6494461985158,0.9810008237700433,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.024963103355342
bihar,khagaria,4348,3779,69,8196,46.10785749145362,7370.0,68254.0,75624.0,39283.0,40621.0,79904.0,155528.0,18.976085895556494,9749.145924840195,0.0,0.0,0.0,0.0,9.011523512653032,2.9945358529059773,9.18503753053017,0.013445212726691086,0.016014107175530482,False,OK,5.0,2000.0,38.832357252046876,38.832357252046876,High,High,High,High,3,0.12326994898200888,1.2780482089850302,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.3269942850241273
bihar,kishanganj,6957,1782,25,8764,20.333181195798684,6372.0,138769.0,145141.0,57815.0,83464.0,141279.0,286420.0,32.68142400729887,16120.37882245366,0.026608608181016846,0.0,0.0,0.0,9.078521797355334,3.516946468982079,9.687901547294386,0.014376994184568165,0.029491542212434035,False,OK,5.0,2000.0,32.29734172891868,32.29734172891868,Mid,High,High,High,0,0.9152141338614476,0.3631273721814532,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.5129757068100828
bihar,lakhisarai,2664,3423,68,6155,55.61332250202183,4081.0,44802.0,48883.0,22610.0,26887.0,49497.0,98380.0,15.98375304630122,8041.754670997881,0.0,0.0,0.0,0.0,8.72518249495877,2.8322571839220223,8.9925269242628,0.010097033227523625,0.01012980211877404,False,OK,5.0,2000.0,41.683996756167886,41.683996756167886,High,High,High,High,3,-0.19314797092421043,1.5026419383189473,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6640393868053631
bihar,madhepura,4571,4417,39,9027,48.93098482330243,6595.0,85266.0,91861.0,51666.0,65571.0,117237.0,209098.0,23.163620250357464,12987.371219672872,0.0,0.0,0.0,0.0,9.108086137937427,3.1848482066405674,9.471809714556885,0.014808435246930263,0.021529999628292478,False,OK,5.0,2000.0,39.67929545188383,39.67929545188383,High,High,High,High,3,0.29475186864046976,1.3354087555731005,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6047804260362739
bihar,madhubani,12598,12534,798,25930,48.337832626299715,13587.0,168104.0,181691.0,110514.0,127621.0,238135.0,419826.0,16.190744311607553,9183.763979945654,0.0,0.0,0.0,0.0,10.163194443157385,2.8443711175619484,9.125301301069278,0.04253713592033918,0.043227833953206236,False,OK,5.0,2000.0,39.501349792723694,39.501349792723694,High,High,High,High,3,0.08281397376718236,1.7948877843458273,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6628677484279576
bihar,monghyr,29,20,0,49,40.81632652977926,2.0,280.0,282.0,5.0,94.0,99.0,381.0,7.775510203922949,2020.4081632240736,0.6489361702140108,0.0,0.0,0.0,3.912023005428146,2.171964910558899,7.611549658033552,8.038255534502968e-05,3.923007325933024e-05,False,OK,5.0,2000.0,66.44702562264591,66.44702562264591,High,High,High,High,2,-2.4001592810531793,-1.1843775097300766,High Volume Infrastructure Hubs,High Enrollment Volume + High Youth Share,1.2470252055377085
bihar,munger,2445,3534,108,6087,58.0581567274424,4129.0,51818.0,55947.0,21620.0,28851.0,50471.0,106418.0,17.482832265480944,8291.605059962494,0.09787834915189197,0.0,0.0,0.0,8.714074899541522,2.9168423155893515,9.023119440015899,0.009985481926228482,0.010957443401867205,False,OK,5.0,2000.0,46.82197273587367,46.82197273587367,High,High,High,High,3,-0.3455760746849104,1.4301204384240154,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.8076942658783612
bihar,muzaffarpur,14087,14103,665,28855,48.87541154045923,15939.0,190978.0,206917.0,93075.0,115469.0,208544.0,415461.0,14.398232542019947,7227.308958585783,0.0,0.0,0.0,0.0,10.270073222583376,2.7342527328342987,8.88576039548395,0.0473354823363435,0.04277838705090446,False,OK,5.0,2000.0,39.66262346702531,39.66262346702531,High,High,High,High,3,-0.055699640949653614,1.8835997562567932,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.7187515447757005
bihar,nalanda,3676,10763,136,14575,73.8456260720361,11812.0,141231.0,153043.0,51140.0,66262.0,117402.0,270445.0,18.555403087477284,8055.02572898744,0.23288226184798233,0.0,0.0,0.0,9.58713161949974,2.973251621008445,8.99417562816036,0.02390970906436342,0.027846659219473928,False,OK,5.0,2000.0,57.633389612154595,57.633389612154595,High,High,High,High,3,-0.7125962292747157,2.024294571005027,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.7940620524749655
bihar,nawada,2742,12380,291,15413,80.32180626743136,6895.0,79623.0,86518.0,38447.0,47798.0,86245.0,172763.0,11.208914552649633,5595.601115940725,0.0031554127464921145,0.0,0.0,0.0,9.643031466337938,2.5021663859440384,8.62991474887641,0.025284414806794744,0.017788727418639554,False,OK,5.0,2000.0,49.238535461853736,49.238535461853736,High,High,High,High,3,-0.7793744254461517,2.6430727682905797,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),2.0396356710250525
bihar,pashchim champaran,5060,10737,562,16359,65.6335961855819,23.0,1097.0,1120.0,40.0,313.0,353.0,1473.0,0.09004217861726939,21.578336084111402,0.68482142857171,0.0,0.0,0.0,9.702594610156739,0.08621639147152847,3.1169908661972276,0.026836290263047766,0.00015166902338843423,False,OK,0.09004217861726939,21.578336084111402,50.95725404105123,50.95725404105123,High,High,High,High,4,-4.955806768848494,2.2128635952164752,Youth + Emerging Load Districts,High Youth + Moderate Stress + Emerging Demand,2.8157951893295947
bihar,patna,6745,17151,748,24644,69.59503327381637,20931.0,222841.0,243772.0,93322.0,115692.0,209014.0,452786.0,18.37307255315621,8481.334198993325,0.1425840539520571,0.0,0.0,0.0,10.112329319139478,2.9638840891634137,9.045740950224305,0.04042750395761044,0.04662159567138872,False,OK,5.0,2000.0,52.29479241694699,52.29479241694699,High,High,High,High,3,-0.4331024308075673,2.194637583347865,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.5524269288353427
bihar,purba champaran,61,66,0,127,51.96850393659867,19.0,915.0,934.0,27.0,237.0,264.0,1198.0,9.433070866067457,2078.740157463947,0.717344753747626,0.0,0.0,0.0,4.852030263919617,2.344980651954612,7.639998240595495,0.0002083384597718116,0.00012335335371306463,False,OK,5.0,2000.0,72.87106510481962,72.87106510481962,High,High,High,High,2,-2.4872748748535534,-0.6574875056467617,High Volume Infrastructure Hubs,High Enrollment Volume + High Youth Share,1.076011116981611
bihar,purbi champaran,4000,10071,800,14871,67.72241274964242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.60723552940128,0.0,0.0,0.024395285317059926,0.0,True,No biometric and no demographic activity,0.0,0.0,65.31672383166497,,High,High,High,High,4,-6.577525453389352,1.940982634597747,Youth + Emerging Load Districts,High Youth + Moderate Stress + Emerging Demand,2.2141660226109776
bihar,purnea,169,88,0,257,34.241245136053536,102.0,2704.0,2806.0,1027.0,3927.0,4954.0,7760.0,30.19455252906539,19276.26459136468,0.0,0.0,0.0,0.0,5.552959584921617,3.4402434811439653,9.866681680057644,0.0004215983004831148,0.0007990167152031565,False,OK,5.0,2000.0,35.27237354424019,35.27237354424019,High,High,High,High,5,0.46962424488270016,-0.43043501998063605,Mixed Operational Districts,Moderate Across Metrics (Needs Case-by-Case Review),0.9613330453830485
bihar,purnia,12195,7721,184,20100,38.41293532338117,9447.0,133927.0,143374.0,106033.0,122518.0,228551.0,371925.0,18.50373134328266,11370.696517412369,0.0,0.0,0.0,0.0,9.908524844053396,2.9706057982020178,9.338882785588583,0.03297325229459381,0.03829565616004304,False,OK,5.0,2000.0,36.52388060085565,36.52388060085565,High,High,High,High,3,0.3430078695396751,1.3765082696812365,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6390562356071096
bihar,rohtas,2741,5120,78,7939,64.49174959062042,10462.0,107283.0,117745.0,50054.0,61656.0,111710.0,229455.0,28.90225469202306,14071.041692906654,0.05125483035373857,0.0,0.0,0.0,8.979668554241181,3.397933885313587,9.551945249240369,0.013023614426207971,0.023626079946770656,False,OK,5.0,2000.0,46.65399224955353,46.65399224955353,High,High,High,High,3,0.12368004122122185,1.6199620705320206,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.3380864612321908
bihar,saharsa,6281,6577,205,13063,50.34831202633006,6443.0,74734.0,81177.0,42412.0,77454.0,119866.0,201043.0,15.39026257368021,9175.993263415052,0.0,0.0,0.0,0.0,9.4776156346503,2.796687412986182,9.124454898746068,0.021429333070859646,0.020700607921983017,False,OK,5.0,2000.0,40.10449361293386,40.10449361293386,High,High,High,High,3,-0.03410110154700423,1.6242527616147164,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.4673209601930375
bihar,samastipur,11289,7787,131,19207,40.542510543029074,15445.0,186847.0,202292.0,93161.0,107004.0,200165.0,402457.0,20.953662727129643,10421.460925703628,0.01051450378661034,0.0,0.0,0.0,9.86308213790109,3.088933992440077,9.251718460714931,0.03150832123493847,0.041439416256509896,False,OK,5.0,2000.0,37.63590583736044,37.63590583736044,High,High,High,High,3,0.334274026746104,1.3773097553619638,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6174846029546024
bihar,samstipur,41,41,0,82,49.99999999939024,10.0,438.0,448.0,13.0,182.0,195.0,643.0,7.841463414538518,2378.048780458804,0.5647321428581145,0.0,0.0,0.0,4.418840607796598,2.179452407579606,7.774456014699216,0.00013451774567943743,6.620718400459146e-05,False,OK,5.0,2000.0,65.41294643343223,65.41294643343223,High,High,High,High,2,-2.2788705027365563,-0.6434054438125782,High Volume Infrastructure Hubs,High Enrollment Volume + High Youth Share,0.9054404947124908
bihar,saran,7592,16407,219,24218,67.74713023370767,14788.0,155057.0,169845.0,63026.0,85477.0,148503.0,318348.0,13.145098686926536,6131.926666115858,0.1256557449439245,0.0,0.0,0.0,10.094892728063126,2.649368181535593,8.7214273482931,0.03972866786420263,0.032779042944780214,False,OK,5.0,2000.0,50.97864759936361,50.97864759936361,High,High,High,High,3,-0.6672321957325823,2.2498046661823308,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.4482133182601826
bihar,sheikhpura,1244,1934,21,3199,60.45639262267569,2326.0,25762.0,28088.0,16884.0,23539.0,40423.0,68511.0,21.416380118780427,12636.136292587486,0.0,0.0,0.0,0.0,8.070906088787819,3.109791946926804,9.444395082901714,0.0052478325418112235,0.007054308527742714,False,OK,5.0,2000.0,43.13691779284835,43.13691779284835,High,High,High,High,3,-0.01196390682648056,1.3252847719445995,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.0894139173719024
bihar,sheikpura,11,18,0,29,62.06896551510107,1.0,177.0,178.0,5.0,128.0,133.0,311.0,10.724137930664686,4586.206896393579,0.25280898876824265,0.0,0.0,0.0,3.4011973816621555,2.4616497875921914,8.431026598527342,4.757334908175226e-05,3.202244825105434e-05,False,OK,5.0,2000.0,54.99709415530813,54.99709415530813,High,High,High,High,2,-1.6006515816057234,-0.3773540930618373,High Volume Infrastructure Hubs,High Enrollment Volume + High Youth Share,1.8989702629726255
bihar,sheohar,2067,1184,11,3262,36.29675045982946,2482.0,28998.0,31480.0,12986.0,19696.0,32682.0,64162.0,19.669527896989678,10019.006744325563,0.0,0.0,0.0,0.0,8.09040229659332,3.0286605334226646,9.212339047725013,0.005351181541540547,0.0066065090825856865,False,OK,5.0,2000.0,35.889025141578514,35.889025141578514,High,High,High,High,3,0.21110417853860036,0.6561665341856316,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.6749854470765729
bihar,sitamarhi,20679,18856,2697,42232,44.64860769084949,12645.0,157203.0,169848.0,84925.0,97075.0,182000.0,351848.0,8.331312748626438,4309.528319757428,0.0,0.0,0.0,0.0,10.650957184950148,2.2333757068508917,8.368815755575604,0.0692799199455366,0.03622840634159797,False,OK,5.0,2000.0,38.3945823117197,38.3945823117197,High,High,High,High,3,-0.4238940701809921,2.047199158612852,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.0948492220810762
bihar,siwan,6149,9025,137,15311,58.94454967016792,10600.0,113122.0,123722.0,52907.0,72897.0,125804.0,249526.0,16.297171967865175,8216.576317679563,0.0,0.0,0.0,0.0,9.636392113692736,2.850543018075449,9.014030592709068,0.02511708785485203,0.025692711968786447,False,OK,5.0,2000.0,42.68336490694483,42.68336490694483,High,High,High,High,3,-0.14355667558966412,1.9167254573607644,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.8974502985436672
bihar,supaul,5691,4563,157,10411,43.82864278166902,6449.0,100462.0,106911.0,47023.0,65347.0,112370.0,219281.0,21.062433964074433,10793.3916050321,0.0,0.0,0.0,0.0,9.250714266114455,3.093876341559265,9.286781982401173,0.017078832320349062,0.022578503134853527,False,OK,5.0,2000.0,38.148592838883566,38.148592838883566,High,High,High,High,3,0.26747153593685485,1.2664039791113928,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.43790096080508256
bihar,vaishali,8257,9698,52,18007,53.85683345365392,12462.0,143132.0,155594.0,72298.0,95862.0,168160.0,323754.0,17.979341367245073,9338.590548119657,0.0,0.0,0.0,0.0,9.798571382586568,2.9433510911700362,9.142017691730866,0.029539768859141825,0.03333567752756221,False,OK,5.0,2000.0,41.15705004148186,41.15705004148186,High,High,High,High,3,0.037853443400534745,1.7975904940168095,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),0.7232766846313804
bihar,west champaran,11585,18070,783,30438,59.36658124712335,17311.0,216078.0,233389.0,75467.0,91350.0,166817.0,400206.0,13.14823575793373,5480.550627504912,0.2852405211899477,0.0,0.0,0.0,10.32347995992483,2.6495899348977616,8.609143301139609,0.0499323310120819,0.04120763962945805,False,OK,5.0,2000.0,55.645797833621316,55.645797833621316,High,High,High,High,3,-0.8523171057469506,1.9011848967879386,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.3965143807198337
chandigarh,chandigarh,2473,211,36,2720,7.757352941173619,13132.0,70204.0,83336.0,49166.0,25296.0,74462.0,157798.0,58.013970588213965,27375.73529410758,0.10648459249305098,0.0,0.0,0.0,7.908754738783246,4.077774205506225,10.217448854848847,0.9988982739621745,0.9997845810735403,False,OK,5.0,2000.0,32.119012545315115,32.119012545315115,Low,High,High,High,0,1.3480025576847392,-0.6799013725516386,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.9032817201675802
chandigarh,rupnagar,3,0,0,3,0.0,1.0,19.0,20.0,3.0,11.0,14.0,34.0,11.333333329555556,4666.666665111111,0.30000000003500005,0.0,0.0,0.0,1.3862943611198906,2.5123056236698087,8.448414582354406,0.0011017260374582808,0.00021541892645344281,False,OK,5.0,2000.0,38.500000001575,38.500000001575,Low,High,High,High,5,-0.9469867678488889,-2.966850346299703,Mixed Operational Districts,Moderate Across Metrics (Needs Case-by-Case Review),2.252326613580855
chhattisgarh,balod,1603,71,4,1678,4.231227651964105,5704.0,54030.0,59734.0,26841.0,54374.0,81215.0,140949.0,83.9982121572801,48399.880810459836,0.0,0.0,0.0,0.0,7.425953657077541,4.442630222825347,10.787273291102352,0.0162566969259534,0.030286471874959704,False,OK,5.0,2000.0,26.269368296012352,26.269368296012352,Low,High,High,High,0,1.9442633254081005,-0.9417817001848624,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,1.3949758893606063
chhattisgarh,baloda bazar,4349,562,33,4944,11.367313915855306,8282.0,107988.0,116270.0,53691.0,87056.0,140747.0,257017.0,51.98563915856553,28468.244336563817,0.0,0.0,0.0,0.0,8.506132244056813,3.9700209175636774,10.256579637473877,0.04789815828481144,0.055226629077797774,False,OK,5.0,2000.0,28.410194175893324,28.410194175893324,Low,High,High,High,0,1.4887829706552684,-0.20786313625155714,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.6620313960051846
chhattisgarh,balrampur,4593,1528,69,6190,24.68497576736273,3542.0,56759.0,60301.0,20113.0,32130.0,52243.0,112544.0,18.181583198704654,8439.90306946552,0.13362962471602235,0.0,0.0,0.0,8.730851903519232,2.953950610298164,9.040844580617884,0.05996957924413083,0.02418293631523079,False,OK,5.0,2000.0,38.41882584489832,38.41882584489832,Mid,High,High,High,0,0.09109330016598635,0.41233088431932746,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,1.0038826902892573
chhattisgarh,bastar,4794,1808,6,6608,27.360774818397793,9378.0,70053.0,79431.0,27648.0,66736.0,94384.0,173815.0,26.303722760286576,14283.292978206071,0.0,0.0,0.0,0.0,8.796187635470453,3.3070230577397357,9.56691581943973,0.0640192212674017,0.03734856656624823,False,OK,5.0,2000.0,33.208232448255416,33.208232448255416,Mid,High,High,High,0,0.675749645786589,0.5609322430667381,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.7442234592204475
chhattisgarh,bemetara,2458,302,11,2771,10.898592565856767,4199.0,54494.0,58693.0,34486.0,77224.0,111710.0,170403.0,61.49512811257254,40313.96607721389,0.0,0.0,0.0,0.0,7.927324360309794,4.135088603505242,10.604478045675481,0.026845832647089906,0.03661541172274198,False,OK,5.0,2000.0,28.269577770846887,28.269577770846887,Low,High,High,High,0,1.6518736681991668,-0.4791380088621028,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.8904494242050547
chhattisgarh,bijapur,3601,1761,1362,6724,26.18976799523703,1137.0,11910.0,13047.0,10757.0,17127.0,27884.0,40931.0,6.087299226649898,4146.936347411637,0.0,0.0,0.0,0.0,8.81358720447004,1.9583043408430922,8.33036622386322,0.06514304536955343,0.008795064741956137,False,OK,5.0,2000.0,32.856930401190084,32.856930401190084,Mid,High,High,High,3,-0.49970688103242733,0.9390510674964269,Stress Anomaly Districts,High Stress + Low Volume (Operational Inefficiency),1.392637088323969
chhattisgarh,bilaspur,7490,1432,19,8941,16.016105581029414,12889.0,140452.0,153341.0,67405.0,127632.0,195037.0,348378.0,38.96409797561358,21813.779219324257,0.0,0.0,0.0,0.0,9.098514556793926,3.6879815004645438,9.990342964916271,0.08662164911498768,0.0748578599270283,False,OK,5.0,2000.0,29.804831675910435,29.804831675910435,Mid,High,High,High,0,1.2224749421059762,0.22221328154794193,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.5085431507896075
chhattisgarh,dakshin bastar dantewada,1028,172,24,1224,14.052287581687867,1408.0,4488.0,5896.0,8064.0,19147.0,27211.0,33107.0,27.04820261435699,22231.209150308638,0.0,0.0,0.0,0.0,7.110696122978827,3.3339245519960907,10.009297379002621,0.011858281905463026,0.007113879661184478,False,OK,5.0,2000.0,29.21568627591159,29.21568627591159,Low,High,High,High,0,0.8703814355580453,-0.437545502760215,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.5567362397396407
chhattisgarh,dantewada,584,126,0,710,17.746478873214443,699.0,1699.0,2398.0,5327.0,13601.0,18928.0,21326.0,30.036619718267556,26659.154929539916,0.0,0.0,0.0,0.0,6.566672429803241,3.435167788555883,10.19092540502639,0.006878578556273487,0.004582432647307825,False,OK,5.0,2000.0,30.323943663738984,30.323943663738984,Mid,High,High,High,0,0.887886719033128,-0.5545804919359818,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.8153590058921835
chhattisgarh,dhamtari,1876,89,3,1968,4.522357723574938,3073.0,41640.0,44713.0,26826.0,63452.0,90278.0,134991.0,68.59298780484319,45872.96747965149,0.0,0.0,0.0,0.0,7.585281078639126,4.242663812334345,10.733653077848025,0.01906625718133271,0.029006244278942637,False,OK,5.0,2000.0,26.35670731752472,26.35670731752472,Low,High,High,High,0,1.8170148761587128,-0.8186147654165571,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,1.1859515716194327
chhattisgarh,durg,3528,520,47,4095,12.698412698409598,10565.0,66584.0,77149.0,76883.0,102968.0,179851.0,257000.0,62.75946275944743,43919.65811964739,0.0,0.0,0.0,0.0,8.317766166719343,4.155117608465398,10.690140060580422,0.03967292843371821,0.05522297619610387,False,OK,5.0,2000.0,28.80952381079272,28.80952381079272,Low,High,High,High,0,1.6987720995407685,-0.2955187389734685,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.8990938365033893
chhattisgarh,gariyaband,1307,229,6,1542,14.850843060950162,1307.0,26292.0,27599.0,16883.0,35205.0,52088.0,79687.0,51.67769130995352,33779.507133570834,0.0,0.0,0.0,0.0,7.341483852363161,3.9641920511226716,10.427639203084233,0.014939110047568616,0.017122775502486105,False,OK,5.0,2000.0,29.455252919770132,29.455252919770132,Low,High,High,High,0,1.3876711431721727,-0.5199274084471622,High Stress Urban Systems,High Update Load + High Biometric Stress + High Volume,0.7575673157722488
chhattisgarh,gaurela-pendra-marwahi,115,20,5,140,14.285714285612247,439.0,2986.0,3425.0,679.0,1610.0,2289.0,5714.0,40.81428571399419,16349.999999883217,0.33167883211698346,0.0,0.0,0.0,4.948759890378168,3.733238044635555,9.702044336527445,0.0013563394336313919,0.0012277979999398346,False,OK,5.0,2000.0,44.2112617323765,44.2112617323765,Low,High,High,High,5,0.2245439181285101,-1.696196956382065,Mixed Operational Districts,Moderate Across Metrics (Needs Case-by-Case Review),1.3229890992940299
chhattisgarh,gaurella pendra marwahi,623,290,70,983,29.50152594096694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.891625897052253,0.0,0.0,0.009523440451854702,0.0,True,No biometric and no demographic activity,0.0,0.0,53.85045778524024,,Mid,High,High,High,4,-6.272465660247715,-0.13273578513074774,Youth + Emerging Load Districts,High Youth + Moderate Stress + Emerging Demand,0.510215869941284
chhattisgarh,janjgir - champa,32,1,0,33,3.0303030302112033,11.0,204.0,215.0,5.0,195.0,200.0,415.0,12.575757575376494,6060.606060422407,0.06976744186479178,0.0,0.0,0.0,3.5263605246161616,2.6082856709204343,8.709730070422392,0.00031970858078454235,8.917328841005099e-05,False,OK,5.0,2000.0,29.048625793282024,29.048625793282024,Low,High,High,High,5,-0.24882671908620974,-1.8817839467793989,Mixed Operational Districts,Moderate Across Metrics (Needs Case-by-Case Review),1.3923069202163032
chhattisgarh,janjgir champa,21,4,0,25,15.999999999360002,5.0,231.0,236.0,21.0,171.0,192.0,428.0,17.1199999993152,7679.9999996928,0.186440677969549,0.0,0.0,0.0,3.258096538021482,2.897016300577041,8.946505025958688,0.00024220347029132,9.196666852892005e-05,False,OK,5.0,2000.0,38.1898305100377,38.1898305100377,Mid,High,High,High,5,-0.41998593287870983,-1.823036733209289,Mixed Operational Districts,Moderate Across Metrics (Needs Case-by-Case Review),0.8696982046595485
